probe,log2FC,mean_OA,mean_Normal,p_value,t_statistic,adj_p_value,-log10p,gene_symbol
214819_at,-0.5567576607448238,119.98847999999998,176.49821111111112,0.061034156558291565,-2.0249998069478883,0.2448288227881928,1.2144270526411403,IQSEC2
215858_at,-0.7737225037143397,66.90787,114.39074444444446,0.06110092520256911,-2.01091459976522,0.2449855240478142,1.213952213532761,215858_at
220822_at,0.41433659787451343,63.33734,47.52608888888889,0.06111429785596629,2.0115112723796846,0.2449855240478142,1.2138571734967223,220822_at
212059_s_at,-0.3182697180702342,306.6700000000001,382.3666666666666,0.061117198231019125,-2.006726071351385,0.2449855240478142,1.2138365631479748,TRPC4AP
207153_s_at,-0.32169880037640003,121.62484000000002,152.0068888888889,0.061156117092445464,-2.007839237745518,0.24509353588796087,1.2135600964915259,GLMN
201021_s_at,0.2847938910560629,4012.353,3293.5755555555556,0.06116614248857651,2.0295134571534907,0.24509353588796087,1.213488907907481,DSTN
219056_at,0.3406376793423043,157.1813,124.12484444444443,0.06121994806567652,2.004468045213863,0.24519678020352353,1.2131070431607631,RNASEH2B
201308_s_at,-0.5099116967264109,79.8643,113.7238111111111,0.06122491967205516,-2.0856042451132955,0.24519678020352353,1.2130717760032659,SEPT11
213652_at,0.5689707732108744,419.2758,282.6327777777778,0.061252827112087856,2.017863652669915,0.2452304670010797,1.2128738617251502,PCSK5
220442_at,0.6689977927910462,91.40601000000001,57.4892111111111,0.061255341710183084,2.0132822356032904,0.2452304670010797,1.2128560331005351,POC1B-GALNT4
218415_at,0.3334092200726591,272.36179999999996,216.16233333333332,0.06129829945427686,2.033464622355959,0.24535836298538732,1.2125515735707855,VPS33B
215684_s_at,-0.26587323687306796,328.99559999999997,395.5723333333333,0.061339602453446794,-2.067517316450741,0.24543551112769885,1.2122590430394453,ASCC2
205614_x_at,-1.0117770190097295,82.96051000000001,167.28101111111107,0.06136252666451811,-2.107522174143957,0.24545563931916453,1.212096766173385,MST1
218636_s_at,0.4083415608513799,398.69329999999997,300.41103333333336,0.061366663673969646,2.0579279827609755,0.24545563931916453,1.212067487395091,MAN1B1
211855_s_at,0.504885269813807,120.75617000000003,85.09885555555553,0.06143989179890263,2.01931664457208,0.24570443448581247,1.2115495578069628,SLC25A14
213011_s_at,0.1888590128973284,4032.654,3537.844444444445,0.061544702400818316,2.0042468059326297,0.24599113965873265,1.2108093240016957,TPI1
202912_at,-0.9974651872491986,1228.2724,2452.232444444445,0.06155930432462202,-2.119104527665363,0.24600537630300437,1.210706296730179,ADM
209533_s_at,0.2725194251342099,322.3027000000001,266.8255555555555,0.06159510720786596,2.006398391131602,0.24609698077025688,1.2104537845404224,PLAA
221610_s_at,-0.3148941172804967,126.25853,157.05555555555554,0.06162863592284833,-2.032519083942926,0.24611096778514757,1.210217444758956,STAP2
206147_x_at,-0.31344230433579306,234.07150000000001,290.87344444444443,0.06163727674865114,-2.038450182929884,0.24611096778514757,1.21015655748055,SCML2
204699_s_at,-0.3729760277188003,252.3385,326.7837777777778,0.061693304614917156,-2.1078127299565446,0.24626367452198059,1.2097619660571246,DIEXF
221118_at,-1.265253885667512,8.364888,20.106640000000002,0.061701301209721206,-2.0361354517641725,0.24626367452198059,1.209705677097343,PKD2L2
211755_s_at,0.2719621354049803,5020.865,4158.242222222222,0.061721683770308136,2.0011341346460383,0.24630090964430093,1.2095622348742938,ATP5F1
204518_s_at,0.5823166514191018,2569.3411000000006,1716.0383333333332,0.06175110584411776,2.018408459668684,0.2463741972290915,1.2093552606156994,PPIC
218580_x_at,0.2838784020029214,1548.443,1271.86,0.06181018577140246,2.0021945017056195,0.2465657661196135,1.2089399511279004,AURKAIP1
214010_s_at,0.46612717006370263,49.644310000000004,35.93777777777777,0.06183756673748527,2.050029122171447,0.24661180200242971,1.2087476079201667,ATP9B
220372_at,0.73697711416927,44.66694,26.79995,0.06184386077231868,1.9996199029046124,0.24661180200242971,1.2087034062214241,DNAJC28
208628_s_at,-0.1658292227791749,8829.951,9905.533333333333,0.06189647178306807,-2.014186221125612,0.24677196310485827,1.2083341058880444,YBX1
212748_at,-0.33759906257651645,274.181,346.46933333333334,0.061924626544740624,-2.0011494154327374,0.24677196310485827,1.2081366038789434,MKL1
220172_at,-0.47002256190109304,43.25864,59.91888888888889,0.06192788826613122,-2.0090630190720784,0.24677196310485827,1.2081137291298285,DCAF17
203306_s_at,0.30528223499694923,910.4215,736.7894444444444,0.06192832283275894,2.001675767754238,0.24677196310485827,1.208110681565451,SLC35A1
206282_at,1.1284177763539893,26.246785999999997,12.00572888888889,0.0619732469966262,2.038829377622213,0.24690682331947464,1.207795749037098,NEUROD1
210519_s_at,0.38807339164016613,656.7833,501.8805555555555,0.06202657261398291,2.0129748117898716,0.24699095109263705,1.2074222158680579,NQO1
212494_at,-0.5206700866224316,935.4845000000001,1342.0661111111112,0.06202761577500322,-2.0589155357630173,0.24699095109263705,1.207414911978028,TNS2
207484_s_at,-1.0677128364216892,31.179769999999998,65.35615555555555,0.06205298265445705,-2.0792640834230056,0.24704781355891842,1.2072373387544488,EHMT2
211276_at,0.9851936992196246,286.47093699999994,144.71305555555557,0.06209559737892999,1.9995467630608028,0.24717331125307196,1.2069391905129092,TCEAL2
203924_at,-0.6762351651588959,53.57334999999999,85.6083,0.06212562254329134,-1.9999652859630161,0.24724865996287929,1.206729246294643,GSTA1
202941_at,0.24461985076757983,2221.27,1874.8366666666666,0.06219653598510343,2.0278736198468748,0.24748668059929638,1.2062338025189503,NDUFV2
218399_s_at,-0.21624466261321076,391.8533,455.2182222222222,0.062219616996267046,-2.0068535038890287,0.24750754397703595,1.206072666594717,CDCA4
211832_s_at,-1.1843168146853986,9.633816999999999,21.89340333333333,0.06222399413720574,-2.1026400842176876,0.24750754397703595,1.2060421151161853,MDM2
220042_x_at,0.4692885956686644,264.0404,190.72184444444446,0.06224034912585911,1.9964391169113649,0.24752841327351752,1.2059279799160403,HIVEP3
AFFX-r2-Ec-bioB-5_at,-0.43544132197496044,243.69760000000002,329.55822222222224,0.06226788218472396,-2.027238483889107,0.24753363825011196,1.2057359049728182,AFFX-r2-Ec-bioB-5_at
205791_x_at,0.44575443577549706,76.40017999999999,56.09303333333333,0.0622759099001872,2.008409166094817,0.24753363825011196,1.205679918360006,ZNF230
206902_s_at,-1.2145940390175651,7.647597,17.748196666666665,0.06230931494136019,-2.057577677133061,0.24758175193265497,1.205447023561842,EXOG
204519_s_at,0.28918363585579837,187.87709999999998,153.75204444444446,0.06235745541968487,2.002060118765484,0.24772822496473937,1.2051116150953962,PLLP
215864_at,-0.31415166138801187,110.40171000000001,137.2602777777778,0.06237996001806216,-1.995957154601429,0.24772822496473937,1.2049549079363702,215864_at
213445_at,-0.3674092093292525,175.47555000000003,226.36944444444444,0.062418788361121066,-1.9987618064917196,0.24772822496473937,1.2046846658723263,ZC3H3
202784_s_at,0.4386193826496853,392.42650000000003,289.5481111111111,0.0624525038562199,2.0265496465927204,0.24772822496473937,1.2044501451338623,NNT
219662_at,-0.31473039204343667,132.81600000000003,165.19377777777777,0.062465128493196624,-2.0159889374808553,0.24772822496473937,1.2043623623270547,C2orf49
218721_s_at,-0.3157785129291877,257.1272,320.0418888888889,0.06246846906057849,-2.0265498361697754,0.24772822496473937,1.204339137349801,C1orf27
219972_s_at,-0.44908554341980217,114.97517000000002,156.9611888888889,0.06251563270745003,-2.0345324869124894,0.2478650911403943,1.204011369061431,PCNX4
213136_at,-0.4740464996954871,760.1562,1055.8568888888888,0.06252522897725425,-2.037701065729513,0.2478650911403943,1.2039447091396285,PTPN2
217976_s_at,0.24724569579815522,502.5262000000001,423.38,0.0625429028566898,1.9975786253143955,0.24789105378079312,1.203821965347885,DYNC1LI1
219506_at,0.5717059246607552,2618.141,1761.5395555555556,0.06261318747174004,1.9966183248442768,0.2481254946528158,1.2033341868689043,C1orf54
210883_x_at,-0.6749674592675268,96.99381,154.8565111111111,0.0626319868227329,-2.014689041001955,0.24815586101901796,1.203203811315405,EFNB3
216269_s_at,-1.2643234581529845,146.65866999999997,352.29544444444446,0.0626464648229593,-2.1214592082777544,0.24816909789333372,1.2031034314726992,ELN
219813_at,-0.44546880419206897,46.85286000000001,63.802188888888885,0.06271586835949912,-2.0120794739954704,0.2483557303456049,1.2026225601414453,LATS1
218045_x_at,-0.49175805463556266,221.592,311.5932222222222,0.06273805864360792,-2.0550875447757537,0.24839945997788115,1.2024689241689248,PTMS
210652_s_at,-1.413836976427231,13.851605000000001,36.90688888888889,0.06276696299735886,-2.1223976466978467,0.24842561926645604,1.2022688843395248,TTC39A
206622_at,0.759104549670848,37.58501,22.20759,0.06285557645087668,2.0478244926901064,0.24868799894440427,1.201656186324706,TRH
204244_s_at,-0.8900819411113791,72.65272,134.64593333333335,0.06287933592866035,-2.1270546151566188,0.24873783818539655,1.2014920535469136,DBF4
220894_x_at,-1.0033497227186623,7.695496999999999,15.42677111111111,0.06294107041073749,-2.115521713332309,0.24889367736689677,1.2010658755072647,PRDM12
209846_s_at,0.579008168365978,657.8803,440.4007555555556,0.06298155415742936,1.9898927524154286,0.2489301884441463,1.2007866267469869,BTN3A2
219421_at,0.28916528363632377,259.0156,211.97199999999998,0.0629913022218544,1.9897184399082557,0.2489301884441463,1.2007194133691346,TTC33
217971_at,0.18790672424087201,993.5876999999998,872.2493333333333,0.06300485967984734,2.0003543880092582,0.2489301884441463,1.2006259513282465,LAMTOR3
205884_at,1.1422278112963016,60.78406,27.53879111111111,0.06300615997958017,1.992178099641383,0.2489301884441463,1.2006169884137279,ITGA4
208472_at,-0.4445026191449263,79.28479,107.8943,0.0630627799174923,-1.9904994751620924,0.24906556627108845,1.2002268887067844,IKZF4
215043_s_at,-0.4745108408659741,57.412279999999996,79.77132222222222,0.06320335271859409,-1.988984940184288,0.24957652111083325,1.1992598832909622,GUSBP3
204751_x_at,0.44890281705098223,160.56537,117.63015555555555,0.06324118270851295,2.0307581570426434,0.2496161491490412,1.1990000166813548,DSC2
201111_at,-0.3978996474497397,402.10630000000003,529.8105555555555,0.063287444971774,-2.0609940287158257,0.2496887401539156,1.1986824372225673,CSE1L
219857_at,-1.054321712251682,8.110693999999999,16.843815555555555,0.06328779806979828,-2.080295590659355,0.2496887401539156,1.198680014181223,PLEKHS1
217130_at,-0.47769785777085694,62.47026999999999,86.99108888888888,0.06333317862239174,-2.088210394851692,0.24982354739648702,1.198368714664575,217130_at
202772_at,0.29456554012080477,1118.1445999999999,911.6432222222223,0.06344473536296219,2.0029249818363,0.25021929877750204,1.1976044097816458,HMGCL
210799_at,-0.8059175605985454,39.68354,69.37704000000001,0.06348687693127752,-2.0046930095710724,0.25026834425068684,1.1973160363667064,HTR1B
210463_x_at,-0.4332835459463661,274.805,371.0701111111111,0.06349180311645562,-2.077389184183065,0.25026834425068684,1.1972823391343843,TRMT1
207808_s_at,0.21292609182095992,2627.9390000000003,2267.347777777778,0.06351964514848316,1.9852672900044777,0.25026834425068684,1.1970919367536006,PROS1
204275_at,-1.1604028700537017,148.22930000000002,331.3218888888889,0.06352084573090643,-2.1384622194465837,0.25026834425068684,1.197083728247511,CAPN15
202107_s_at,0.4813891451660953,388.2269,278.0821111111111,0.06353472261053655,2.0725693086547645,0.25026834425068684,1.1969888618461082,MCM2
206976_s_at,-0.8546568518011026,872.5653,1577.8847777777778,0.06355635602359139,-2.1211680962365196,0.25026834425068684,1.1968410108386864,HSPH1
215652_at,-2.2555321376778092,17.060100999999996,81.46375555555557,0.06356788728872484,-2.1394542011692685,0.25026834425068684,1.196762222329114,SDHD
202551_s_at,-0.5260428429872833,455.45379999999994,655.8416666666667,0.06356948473988634,-2.0359089057780984,0.25026834425068684,1.19675130871318,LOC101929500
213515_x_at,-0.7301433395084135,302.4096,501.6382222222223,0.06358632361076749,-2.121496551079483,0.25029041671413743,1.1966362840227192,HBG2
206193_s_at,-0.39441766723579597,10.931247,14.368163333333333,0.06359903611734412,-1.9945612511289472,0.2502962419291379,1.196549466302699,CDSN
217706_at,-1.0612576209511766,20.029117000000003,41.79575555555555,0.06365626481756691,-2.061761329311053,0.25047722919474547,1.1961588482269694,217706_at
206051_at,-0.6954018980707181,56.66618,91.76155555555555,0.06371224951140488,-1.9865090843699182,0.2506090125088499,1.1957770608551248,ELAVL4
205033_s_at,-0.7960793644666202,82.4854,143.22566666666665,0.06373108337665087,-2.0830042919812457,0.2506195237731424,1.1956486988039536,DEFA1B
205804_s_at,1.1965987843417394,122.38204,53.39561111111111,0.06374564725340358,2.025363353984548,0.2506195237731424,1.1955494648291713,TRAF3IP3
219110_at,-0.7497629982080961,358.5956,602.9844444444445,0.0637486631398901,-2.1406863929861895,0.2506195237731424,1.195528918298815,GAR1
220731_s_at,0.3718218240558195,1529.25,1181.8135555555555,0.06377198508847162,2.015632143465241,0.25064352622615227,1.1953700641237488,NECAP2
212901_s_at,-0.4286680185799044,234.03000000000003,315.00211111111116,0.06377955578822955,-1.9930728618810185,0.25064352622615227,1.195318509856191,CSTF2T
210957_s_at,-0.9517084405123954,6.066091,11.732801111111112,0.06378851309197638,-2.124689711633293,0.25064352622615227,1.1952575211208356,AFF2
209903_s_at,-0.5646725051329865,273.202,404.07988888888895,0.06392692380134757,-2.064410521756115,0.25108030854628,1.1943161935521112,ATR
214698_at,-0.283676054466519,117.725,143.30577777777776,0.06393321890881536,-1.9818001412503483,0.25108030854628,1.194273429163139,PTBP3
211150_s_at,0.4189381444063701,200.2692,149.79634444444446,0.06394062542326438,2.0001140039491525,0.25108030854628,1.1942231200733364,DLAT
203026_at,0.21297471331160184,609.426,525.7862222222224,0.06394720284490989,2.0151276305834,0.25108030854628,1.194178447519787,ZBTB5
209268_at,0.24607508754240762,576.3826,485.99844444444443,0.06406345427106566,2.0120973689260557,0.2512997609291518,1.1933896480884032,VPS45
219327_s_at,0.4448452022285899,271.3193,199.3282888888889,0.06407068832141118,2.049092008171729,0.2512997609291518,1.19334061028963,GPRC5C
202961_s_at,0.32575409996330185,3545.064,2828.54,0.06407298622389294,2.071486183193867,0.2512997609291518,1.1933250345482378,ARMC2-AS1
218820_at,0.6133212400521895,1834.8703,1199.4365555555555,0.064079578225528,1.9894876960903458,0.2512997609291518,1.1932803554589098,C14orf132
200633_at,-0.18013649850165336,13931.060000000001,15783.766666666666,0.06410817636808071,-2.0005185435948416,0.25136767446946023,1.1930865769541101,UBB
209666_s_at,-0.7812307898779721,133.1412,228.81598888888888,0.06412481639083822,-2.101588442586791,0.25138868466520903,1.1929738653976314,CHUK
206534_at,0.6631107927623509,96.71087,61.07437777777778,0.06415544605673111,1.9895101253788128,0.25146452145684073,1.1927664711363661,GRIN2A
201844_s_at,-0.6897060593245284,504.98100000000005,814.5115555555554,0.06420280606466812,-2.100140473119302,0.2515251172863948,1.192445990127886,RYBP
221254_s_at,-0.26250374967025447,4.191898999999999,5.028428888888889,0.06420892300759047,-1.9808154587258955,0.2515251172863948,1.192404614552952,PITPNM3
215471_s_at,-0.3737210072613519,129.5857,167.90294444444444,0.06422196115497639,-2.011209814619703,0.2515251172863948,1.192316436455911,MAP7
206183_s_at,0.4138004259859323,117.25941,88.02000000000001,0.06422749801441027,1.9792211743648263,0.2515251172863948,1.1922789956209514,LOC101929134
208173_at,-0.4497017969421459,7.227326,9.870777777777779,0.06423863225224938,-2.004871530817861,0.2515251172863948,1.19220371448567,IFNB1
202319_at,-0.5768580926729551,118.44886,176.678,0.06427281397938286,-2.0561619778643303,0.25161474242842385,1.1919726854799064,SENP6
218403_at,0.23202778757815448,1578.085,1343.6404444444445,0.06430124289698591,1.981930577632794,0.2516229872946754,1.191780632393263,TRIAP1
218435_at,0.3899028049764486,1277.0406999999998,974.6132222222222,0.0643126176374047,2.0261919701863387,0.2516229872946754,1.1917038135031477,DNAJC15
206456_at,1.157378127969981,20.954904000000003,9.39464,0.06433391730734966,2.0364067380148705,0.2516229872946754,1.1915600035013945,GABRA5
220359_s_at,0.8685591796148144,19.79551,10.841873333333332,0.06433859294076029,2.0195151729219303,0.2516229872946754,1.1915284411764406,ARPP21
211223_at,-0.5347642902350216,73.37429,106.29773333333333,0.06434570438551199,-1.995753563471751,0.2516229872946754,1.191480440584584,PROP1
204667_at,0.4910825835058488,76.12363,54.16127777777778,0.06435393298401003,1.987426768602883,0.2516229872946754,1.1914249060858175,FOXA1
216500_at,-0.7883510127801169,55.8534,96.46436666666666,0.06435396511207446,-2.043454762594605,0.2516229872946754,1.1914246892686478,216500_at
210004_at,0.8691844037480286,735.7364300000002,402.78351111111107,0.064378601847665,1.9815124008604528,0.2516462650441864,1.191258459406191,OLR1
217875_s_at,-0.4768542631317689,479.8008,667.7415555555556,0.06440674077105271,-1.9816519732751328,0.2516462650441864,1.1910686772601804,PMEPA1
211532_x_at,-0.4396396253868669,8.251757000000001,11.19157333333333,0.06441261898873814,-1.9876207898261673,0.2516462650441864,1.1910290422626033,KIR2DS2
