gene_symbol,meta_p_value,meta_log2FC,n_datasets,datasets,all_same_direction,n_up,n_down,meta_adj_p_value,-log10_meta_p
UGT2B4,0.03296030476334466,1.641125961528325,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0789227896622127,1.482008781306628
222246_at,0.03298672451778717,-0.9570584004826347,3,GSE55235;GSE12021;GSE55457,True,0,3,0.07896348178752374,1.4816608064453936
PGM3,0.0329883986326287,0.07740563225914919,3,GSE55235;GSE12021;GSE55457,False,1,2,0.07896348178752374,1.4816387660518882
RNF216,0.03301805207357955,-0.15059548288555277,3,GSE55235;GSE12021;GSE55457,False,1,2,0.07902116819224388,1.481248551868183
LOC100272216,0.0330265978646157,-0.8477444348942592,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0790283273491006,1.4811361615408913
ERBB4,0.033045604106578974,-0.3670861190167225,3,GSE55235;GSE12021;GSE55457,False,1,2,0.07906051037975545,1.4808863043849987
219776_s_at,0.03308063894444713,0.5520004125774017,3,GSE55235;GSE12021;GSE55457,True,3,0,0.07913102402515025,1.480426110746825
RPS4X,0.03312007984383758,-0.1981627816927347,3,GSE55235;GSE12021;GSE55457,True,0,3,0.07920133683607848,1.4799086249156514
216444_at,0.03312116630409523,0.3975127518031398,3,GSE55235;GSE12021;GSE55457,False,2,1,0.07920133683607848,1.4798943786952923
S1PR5,0.033154019518203626,-0.10871083506789929,3,GSE55235;GSE12021;GSE55457,False,1,2,0.0792665753159135,1.4794638111882619
UTP20,0.033175982600752274,-0.376697088671496,3,GSE55235;GSE12021;GSE55457,True,0,3,0.07930575948311548,1.4791762054110766
GPC4,0.033183594750015755,0.7022147540715729,3,GSE55235;GSE12021;GSE55457,True,3,0,0.07931063095972185,1.4790765690189527
KIF1C,0.0333335080345144,-0.6084716152664286,3,GSE55235;GSE12021;GSE55457,True,0,3,0.07965555127898404,1.4771189785728596
MKLN1,0.03334395171354898,-0.4310993917515673,3,GSE55235;GSE12021;GSE55457,True,0,3,0.07965732509628842,1.4769829316319678
ATP8B2,0.03334544758739766,-0.2505979313051902,3,GSE55235;GSE12021;GSE55457,False,1,2,0.07965732509628842,1.4769634487826688
SIK3,0.03340245581768242,-0.2736654378726826,3,GSE55235;GSE12021;GSE55457,True,0,3,0.07978011438206907,1.4762216017854515
RASSF7,0.03341650105893679,0.22313166763212433,3,GSE55235;GSE12021;GSE55457,True,3,0,0.07980026469730658,1.4760390257277358
ATP5A1,0.03351664484570949,0.1693106488602255,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08002598135001754,1.4747394625335266
OLIG2,0.03352339210638733,0.3563180036037221,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08002866155867096,1.4746520431876113
WDR41,0.03359161433382807,0.48126353105479364,3,GSE55235;GSE12021;GSE55457,True,3,0,0.080156369707596,1.4737691244874012
SRPK1,0.033597513268077916,-0.3458426631404941,3,GSE55235;GSE12021;GSE55457,True,0,3,0.080156369707596,1.4736928658815274
GCN1,0.03359922113438407,-0.03396258507989575,3,GSE55235;GSE12021;GSE55457,False,1,2,0.080156369707596,1.473670789900623
VDAC1,0.033601361349282044,-0.36593353126318023,3,GSE55235;GSE12021;GSE55457,True,0,3,0.080156369707596,1.4736431269403854
ELOVL2,0.033611285910574495,0.039939095171509696,3,GSE55235;GSE12021;GSE55457,False,2,1,0.080156369707596,1.4735148718452011
LOC102725263,0.033613558940772004,-0.20010880598076317,3,GSE55235;GSE12021;GSE55457,False,1,2,0.080156369707596,1.4734855028083655
KCNV1,0.03361632401217496,-0.6343952806094625,3,GSE55235;GSE12021;GSE55457,False,1,2,0.080156369707596,1.4734497789546177
GRWD1,0.033675592535765575,-0.26354052881931495,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08028423770088347,1.4726847539494654
TET3,0.03368687452875363,-0.03324998058706639,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08029012269774788,1.4725392810308235
ANXA11,0.033693289499938994,-0.33719122793258327,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08029012269774788,1.4724565864682337
LPCAT3,0.033694990344971365,-0.3880922769625548,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08029012269774788,1.4724346637358539
SCN2B,0.03370709413513895,-0.4666259053863066,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08030551496228348,1.472278686086885
ACAT1,0.03371408593148262,0.2874860455488893,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08030872503484593,1.472188610577126
CNIH4,0.033832846196533706,-0.35204121194873994,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08057812783466381,1.4706614655447283
NCOR2,0.03388344551663236,-0.4334053694195929,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08068513185115402,1.4700124338555782
GNAT3,0.033889902865124166,0.3456328817628327,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08068700434487729,1.4699296759310203
LTB,0.03390226548879516,0.7384529282544173,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08070293347408022,1.4697712794839959
SETD6,0.03390840375965043,-0.5568649407333708,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08070404293949587,1.4696926541821753
COPS4,0.03394353264510863,0.29143959125499425,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08077413990209159,1.469242960826867
PCDHB11,0.03395813324054631,0.9404708176195241,3,GSE55235;GSE12021;GSE55457,True,3,0,0.080784127152527,1.4690561919738172
SEMA4D,0.033959085219234186,0.4313420349060885,3,GSE55235;GSE12021;GSE55457,False,1,2,0.080784127152527,1.469044017179253
HS3ST3A1,0.03397372951475375,0.9666376552633098,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08079918912135549,1.4688567752149997
KCNJ8,0.03397677456515813,-0.5942206120653278,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08079918912135549,1.4688178513363166
USE1,0.03400067545592267,0.34730983869091786,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08084251510475732,1.4685124551969755
ZBTB3,0.03408081538912644,0.49272522478025643,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08101952236532849,1.467490023213964
SESN1,0.03408751917382524,-0.10692136069123659,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08102192161797286,1.4674046047647498
AHI1,0.03410916196773739,-0.2645563019755201,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08105215732907055,1.4671289506969203
SLC17A9,0.034111633264441554,-0.5237111767053227,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08105215732907055,1.4670974860821038
ATP5E,0.03416234719399236,0.10798934928412712,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08115910433730561,1.4664522978665522
GMPR,0.03416866734088542,0.4574969041008841,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08116056743340863,1.4663719593863764
SCO2,0.034180053995320314,-0.5823009117843857,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08117406246793814,1.46622725554591
ELF2,0.034204457454486414,-0.2347122151961937,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0812184613922618,1.4659172938928868
ADAMTS3,0.03422698294198223,0.5124540708052678,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08125838700125533,1.465631381592393
MAPK8IP2,0.034242622882070695,-0.48736445796304895,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08128195501603301,1.465432977067813
216764_at,0.03435415784842133,0.3766230772078423,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08153310389780462,1.4640206932085442
COQ2,0.03437141008689404,0.36692749369109207,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08156044408210947,1.4638026505687622
ISCU,0.03437733419726363,0.3070764375364485,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08156089894258245,1.4637278038649613
IL19,0.034409881994856506,-0.3151258248636691,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08162450833991637,1.4633168167446768
CHMP2A,0.034443917375819866,0.27972607654369513,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08169162467463995,1.4628874612267275
GLMN,0.034480938934845495,-0.10074405864115123,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08176579986083028,1.4624209166097883
TUT1,0.03449234850693439,-0.656644051439336,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08177922588846234,1.4622772344850683
TFE3,0.034552491510018934,-0.25818935523268577,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0819081721433771,1.461520631067215
SP140,0.03456665959222449,0.30881826329054307,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08192810805899885,1.4613425872136931
TRIM8,0.03460813815680219,0.33895959359221167,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08201275644486702,1.4608217641839636
ESPN,0.034637526009148156,-0.7240908988004162,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08203804095941185,1.460453135099996
CCT2,0.03464278548146027,-0.4927625567679608,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08203804095941185,1.4603871954482215
SCG3,0.034650140980971855,0.46134969045706886,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08203804095941185,1.4602949940353325
SOX30,0.0346525276283961,1.0893579312367265,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08203804095941185,1.460265081541981
BSPRY,0.034653243392610444,-0.22207950685963884,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08203804095941185,1.4602561110783656
DCUN1D4,0.03465340358209623,0.16529699081475271,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08203804095941185,1.460254103495752
POM121L9P,0.034703735570352445,-0.2742244294728457,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08214352848028192,1.4596237744808243
DSTN,0.03473087495384408,0.24055912659780251,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08219409328730765,1.459284275634243
NAT8B,0.03474230791674682,-0.5598387257415505,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08220747664052448,1.4591413349328062
IQCJ-SCHIP1,0.03475152324857722,-0.5607779692408307,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08221560904236061,1.45902615441335
FAM53B,0.0347770984279282,0.08040451919431342,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08226243664714254,1.4587066554933674
SDHAP2,0.03482246665144939,0.19887486410623176,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08235267018458424,1.458140468854207
ANKZF1,0.03482682151396144,-0.8864277066239269,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08235267018458424,1.458086159820742
RNASEH2A,0.03485235414547028,0.23121265675830097,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08239935107706067,1.457767881615981
HSPB2,0.034860576730641135,0.24042593084940367,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08240292283953282,1.4576654322328215
PRRG2,0.034865448094882456,-0.5247718578429457,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08240292283953282,1.4576047488189003
217571_at,0.034871245584936816,-0.17099286642024922,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08240293675178227,1.4575325395467813
PTPRR,0.03489424033723498,0.6639536760191763,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08244358211859504,1.4572462520146168
PRX,0.034926788077861315,-0.2892209904957483,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08250239947734235,1.4568413509268734
SARS2,0.03493073196875951,0.3608620364740455,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08250239947734235,1.4567923136849275
LSM1,0.03496074162870244,0.26768670292761826,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0825593238871869,1.456419363170448
CTC-338M12.4,0.03496643841328284,0.19822647522670012,3,GSE55235;GSE12021;GSE55457,False,2,1,0.0825593238871869,1.4563486014977525
SLPI,0.03497870541346704,0.3156068063792424,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08256340119299628,1.4561962681046774
CTNNA2,0.03498822126733758,-0.41528268137455143,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08256340119299628,1.456078135637007
PEF1,0.034990727398859445,0.16259725041057513,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08256340119299628,1.4560470291653587
SQRDL,0.0349913768058594,0.3358562172087904,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08256340119299628,1.4560389689939819
SLC22A14,0.03501998425515229,-0.2600162357054128,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08261720046133425,1.4556840535096263
NEMP1,0.03507803294750955,0.3107479439107827,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08274042652141345,1.4549647683274987
ZNF41,0.035121218673057175,0.9055733298661313,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08282855946962664,1.4544304228968745
AEN,0.035140587465352535,-0.5712614054549758,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08286050355602186,1.4541909824301291
IL18,0.03519119601416809,0.5479103621844152,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08296608730564765,1.4535659729054509
SEPT4,0.035245867254869334,-0.5545252793587915,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08308121260806509,1.4528917987754852
ATG3,0.035259029419444254,0.023312324932950823,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08308571175157513,1.4527296467610626
AKAP10,0.0352594551276364,0.3012724669771372,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08308571175157513,1.4527244032360511
CLDN6,0.035336504794364676,0.06831353879138034,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08325348405600606,1.451776409656356
HIST1H3F,0.035379177807348006,0.148501284013823,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08334022215942839,1.4512522640741445
GPX1,0.03541100935154562,0.4075864363368906,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08340139729412202,1.4508616939829486
ULK1,0.03545452318668052,-0.405006241678782,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08349006221451348,1.4503283508982718
MFNG,0.035465016629670165,-0.07329843459285046,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08349627416933826,1.450199832173203
AKR1B1,0.03546889802357889,0.00257000924846996,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08349627416933826,1.4501523043308002
PARP3,0.03549590716750717,0.006590801120103944,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08354603261857602,1.4498217201009476
CCZ1,0.03552167918873694,-0.33865642807600577,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08359286329760986,1.449506512342611
ASB12,0.03553565294836336,-0.4807324439681733,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08360569446288543,1.4493357002225127
SLC12A8,0.035540501269524905,0.3791418808784381,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08360569446288543,1.4492764511212244
CTPS1,0.035544760036968936,-0.7045223662669743,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08360569446288543,1.4492244133522447
TJP1,0.035560104021950534,-0.2230891172597896,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08362796033459705,1.4490369772830096
RPL5,0.03566430275774135,-0.2314592515378344,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08384238342081886,1.447766262080013
SNORD18C,0.03566457347075702,-0.2309498127148563,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08384238342081886,1.4477629655421982
NRGN,0.03566895887308241,0.5204787501413503,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08384238342081886,1.447709566923886
LOC642533,0.03568125900704999,-0.23600328340659896,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08385744188178185,1.4475598300199095
A4GALT,0.035694385821884,-0.5375792632339019,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08387443789822718,1.4474000863615422
HIC1,0.03573922474458169,-1.4230664357626306,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08396593290388181,1.4468548724459858
PID1,0.03583831667049464,-0.1801850008632523,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08418483896116852,1.445652397388376
TRIOBP,0.03584860303722148,0.23054475598599355,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0841951013558249,1.445527763428452
PAICS,0.0358692442393963,-0.5737653756752825,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08422205063971128,1.445277773759428
CCDC22,0.03587191642371734,-0.04465036955808721,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08422205063971128,1.4452454209261294
PDE6G,0.035890609498621995,-0.2135558161713327,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0842444159370936,1.445019166363315
KCNAB1,0.03589328432742911,0.2693965415286496,3,GSE55235;GSE12021;GSE55457,False,2,1,0.0842444159370936,1.4449868007913298
LMAN1L,0.0359004810198027,-0.5238582487724472,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08424740952494686,1.4448997324008879
KIDINS220,0.035910102482724415,0.34217295376790946,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08425609137932108,1.4447833554526461
KRT5,0.03593416546992245,-0.7682108884037762,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08429864901995988,1.4444924366849614
215900_at,0.035943861275440026,-0.5409863767915845,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08430749393784383,1.444375270562014
RANBP1,0.03595587916772691,0.35856466565526235,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0843217815721804,1.4442300877193297
STRN,0.035969186550847465,-0.19588534937838986,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08433775886809766,1.4440693837125684
GCFC2,0.03597863763429454,-0.45166922777126617,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08433775886809766,1.4439552856572297
GALE,0.03598047486149514,-0.24459638406429893,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08433775886809766,1.4439331092404364
ARHGEF10,0.03603039931284957,-0.2771274917315896,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08442794760132712,1.4433309247104555
CREM,0.036030819358677135,-0.22543979165105646,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08442794760132712,1.4433258616935256
NAP1L2,0.036037048007276584,0.6148850648046236,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08442863807797321,1.4432507916846005
HRG,0.03604442550558118,-0.09390363777476396,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08443201944244469,1.4431618920919873
ZFY,0.03605789075591603,-0.726035269409904,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08444965755969931,1.442999681381179
GNAI3,0.036069283408352915,0.16586942031528595,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08446243652634057,1.4428624857628547
FLJ42627,0.036091245618337764,-0.11633281562027355,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08449995765307054,1.442598128862206
GNLY,0.03612345403097916,-0.3350972893406041,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08456145178558268,1.4422107302611882
SGCG,0.036142579270025066,1.3925643675677792,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08459230430233865,1.4419808577859126
216173_at,0.03620698400395306,-0.7611235158945918,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08472910664609277,1.4412076498582915
MAP3K12,0.03621489923221832,-0.8364967458599258,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0847336928590696,1.4411127188838762
OSGIN2,0.036227457570505495,-0.04488766367149066,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08474913947930815,1.4409621435211921
AFFX-r2-Ec-bioB-5_at,0.03627486547389047,-0.3424240992880865,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08484609336881696,1.4403941894775558
SLC30A1,0.03630036423524774,0.3468096552571149,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08486741761324028,1.4400890172623835
DENND2A,0.0363018221708048,0.08810238161302582,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08486741761324028,1.4400715749951782
NR2C2,0.03630187683400199,-0.3020083881416044,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08486741761324028,1.4400709210360763
CASZ1,0.03632524412345095,-0.10149539189552897,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08490809485599805,1.4397914583482783
ANXA13,0.0363596619252573,-0.9384055623646826,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0849645874945623,1.4393801635325183
GJB4,0.03636135600607182,-0.378447973565138,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0849645874945623,1.4393599292186787
ZNF729,0.036373103924885575,0.45045693094649925,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08497808253584105,1.439219636533097
STEAP1B,0.036460213671026254,-0.45393494696031844,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0851676112479661,1.438180790539086
ESPL1,0.03647024210603189,0.3114533250568534,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08517705264028591,1.4380613536326217
MSL1,0.036504424404443236,-0.004247349050150941,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08524289355431124,1.4376544950507488
DLGAP2,0.03651314711286968,-0.07711927167284993,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08524927094222347,1.437550733063705
DUSP12,0.036541088842014346,0.15839538712809517,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08530051058969321,1.4372185157948363
HIVEP3,0.036564080105322305,0.413427295457616,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08534017909096552,1.4369453482675711
PFAS,0.036572885657780385,-0.6872065964846752,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08534673071000481,1.4368407717973488
FTH1P5,0.0366108263948709,-0.1872886233396902,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08542125909252593,1.436390467931316
MIR6831,0.03663110556534799,-0.24390652894707607,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08545456140084787,1.4361499736727643
PDIA2,0.0366451601080775,0.08324526951576444,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08547333410126667,1.4359833764704681
UGDH,0.03669378720792971,-0.663741073080557,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08557272650293786,1.4354074618983501
TAL1,0.03672574901448433,-0.4262359713659998,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08563322795445479,1.4350293380961743
CADM3,0.036734111271146674,0.23527796559374434,3,GSE55235;GSE12021;GSE55457,False,2,1,0.0856386916542479,1.4349304628212616
CCT4,0.03677571735102547,0.20471577363174412,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0857216426065515,1.4344388471237919
FAM149B1,0.03679605225485438,0.9400913738020368,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08575499287175563,1.4341987730629089
FOXK2,0.036829839260632324,-0.2615046522005733,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08581537462897079,1.4338001765665571
LY75-CD302,0.0368340239569247,0.20061915936788988,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08581537462897079,1.4337508337699458
NNT,0.03685724892032349,0.3726750639367717,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08585542528460424,1.4334770842908924
COQ8B,0.036865009478665445,-0.6550891449433868,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08585944587697691,1.4333856500958462
SUMO1,0.0368935140357729,0.15068932458659481,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08591177049115824,1.4330499770946175
SPATA5L1,0.03692024005172301,-0.7179307839167137,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08595993707346014,1.4327354838974866
SLC45A2,0.03696273348121304,-0.07756407114093555,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08603443231141515,1.4322359191643124
NINJ1,0.03696432982286202,0.3132320243810786,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08603443231141515,1.4322171633166294
FOXA1,0.03702913251591211,0.23694233715782756,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08617116412109871,1.4314564620787096
SUCLG1,0.037047568489349536,0.27000825628907027,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08619996802395179,1.4312402904190906
LY96,0.03705370599647839,0.38316178540223383,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08620015188323979,1.43116834872839
TSPAN9,0.03708252898745357,-0.2150329423731443,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08623767178912543,1.4308306551143057
CISH,0.037086235684972935,-0.47708426702614704,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08623767178912543,1.43078724605155
MED15,0.03708801754833135,-0.28807903321830103,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08623767178912543,1.4307663802284245
SNRPD3,0.037096582279423806,0.2558736864578189,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08624349226660816,1.4306661002383025
PMEPA1,0.037200971958583295,-0.09026790244495998,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08647205179328919,1.429445713055335
216175_at,0.037237881588303545,-0.44587640314183635,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08654370781417557,1.4290150334017275
PPP1R37,0.03738541062832712,-0.9380463942510922,3,GSE55235;GSE12021;GSE55457,True,0,3,0.086872386480457,1.4272978448518021
DCTN2,0.03746957106082027,-0.2940502296606758,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08705373237317943,1.426321278536442
KLK12,0.037494489596750835,-0.8306108107634369,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08709740375225647,1.4260325539674843
PPARA,0.0375028106684443,-0.4806399624176095,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08710251227401657,1.4259361826175279
SHC1,0.037511061030661375,-0.30669697540648994,3,GSE55235;GSE12021;GSE55457,False,1,2,0.0871074549280643,1.4258406513053088
ARHGEF2,0.037517512943781584,-0.2936849855587809,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0871082203270438,1.4257659589548002
CLNS1A,0.037525704621609535,0.1057252460912758,3,GSE55235;GSE12021;GSE55457,False,2,1,0.08711302420562252,1.4256711442438172
PBXIP1,0.037558577866543486,-0.18401061840673974,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08716482162539693,1.4252908603996846
GRB2,0.037560269987721995,0.211695952384239,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08716482162539693,1.4252712946339239
INTS9,0.03757391603034799,0.27940573166682126,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08718226961509967,1.4251135395189347
CACNA2D2,0.03759960877788082,0.3863034197665425,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0872131051103568,1.424816673862006
FARP1,0.037599853755588164,0.18247800962462868,3,GSE55235;GSE12021;GSE55457,True,3,0,0.0872131051103568,1.4248138442549076
DNAJB4,0.03760559459179358,-0.005204811791551522,3,GSE55235;GSE12021;GSE55457,False,2,1,0.0872131051103568,1.4247475401893073
CHSY1,0.03763350381386987,-0.5901198979780999,3,GSE55235;GSE12021;GSE55457,True,0,3,0.0872636069530216,1.4244253454274158
PITPNM1,0.037663318889914255,-0.03622431947936483,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08730817494339495,1.4240814126234707
208007_at,0.037664997034197234,-0.17077491960017122,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08730817494339495,1.4240620624284448
MASP2,0.037671700945486664,-0.18562515727859208,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08730949031640076,1.4239847701720563
USP19,0.03771252635551858,-0.3427113868648914,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08738987377627334,1.4235143733087738
RAD21,0.03774921567434697,-0.3517008649349626,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08745371016501866,1.4230920673948397
215261_at,0.03775236771391233,-0.6942739482772075,3,GSE55235;GSE12021;GSE55457,True,0,3,0.08745371016501866,1.4230558055489462
PIWIL2,0.03776352676719685,-0.25477107687951084,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08746531968804767,1.4229274533567804
CLIP3,0.03778342900226905,0.425150104331581,3,GSE55235;GSE12021;GSE55457,True,3,0,0.08749161090370941,1.4226986306072382
NUDT13,0.03778717662379072,-0.0577590491783889,3,GSE55235;GSE12021;GSE55457,False,1,2,0.08749161090370941,1.4226555564162886
