gene_symbol,meta_p_value,meta_log2FC,n_datasets,datasets,all_same_direction,n_up,n_down,meta_adj_p_value,-log10_meta_p
ATP2A2,6.80566714095221e-14,-1.1162251669977434,3,GSE55235;GSE12021;GSE55457,True,0,3,9.185521232524252e-10,13.167129295672588
TOP1,1.291189377639057e-13,-1.4692309317915833,3,GSE55235;GSE12021;GSE55457,True,0,3,9.185521232524252e-10,12.889010055462554
COPZ2,1.262767668208653e-12,1.085036911018286,3,GSE55235;GSE12021;GSE55457,True,3,0,5.9888861277575716e-09,11.898676546274855
SAMM50,3.870459508448221e-12,0.5341208696914986,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0404202166469645e-08,11.41223747163825
KDELR3,4.23538981664251e-12,1.032672177528656,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0404202166469645e-08,11.373106611915148
USP46,4.387490371016156e-12,0.884117558286384,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0404202166469645e-08,11.35778382364729
ARPC1A,9.196865491389872e-12,0.7105546128323903,3,GSE55235;GSE12021;GSE55457,True,3,0,1.8693286030213585e-08,11.036360165235754
AFFX-r2-P1-cre-3_at,1.5490830840292347e-11,-0.729303653572423,3,GSE55235;GSE12021;GSE55457,False,1,2,2.4714099736397346e-08,10.809925288523704
PUDP,1.6715517858756357e-11,0.6283460102406063,3,GSE55235;GSE12021;GSE55457,True,3,0,2.4714099736397346e-08,10.776880164107821
TMEM259,1.7912449301604738e-11,-0.7789294592828101,3,GSE55235;GSE12021;GSE55457,False,1,2,2.4714099736397346e-08,10.746845025795686
GLYR1,1.9107049276101407e-11,-0.7646714682585825,3,GSE55235;GSE12021;GSE55457,False,1,2,2.4714099736397346e-08,10.718806376370008
APLP2,2.3381963032420572e-11,-0.43364604301680937,3,GSE55235;GSE12021;GSE55457,False,1,2,2.5548965224923374e-08,10.631119030455624
RBM25,2.5869861808303085e-11,-1.1803137936094965,3,GSE55235;GSE12021;GSE55457,True,0,3,2.5548965224923374e-08,10.587205891192683
GRB10,2.6037172418114096e-11,-0.8332549746196669,3,GSE55235;GSE12021;GSE55457,True,0,3,2.5548965224923374e-08,10.584406181005805
215553_x_at,2.6935231822733385e-11,-0.7211570964230188,3,GSE55235;GSE12021;GSE55457,True,0,3,2.5548965224923374e-08,10.569679282271334
STX16,3.10180769957924e-11,-1.4539072627021878,3,GSE55235;GSE12021;GSE55457,True,0,3,2.758282496850839e-08,10.508385130313632
AFFX-CreX-5_at,5.0032866738547455e-11,-0.9373229539158979,3,GSE55235;GSE12021;GSE55457,True,0,3,4.187456635035607e-08,10.300744612586032
TM6SF1,6.890421566652094e-11,0.9847862310435427,3,GSE55235;GSE12021;GSE55457,True,3,0,5.446495447240333e-08,10.16175420647119
FKSG49,7.485667641304872e-11,-0.7050075530336891,3,GSE55235;GSE12021;GSE55457,True,0,3,5.6055831158150373e-08,10.125769459181468
TGFBR2,8.154976693930394e-11,-2.7262962601199714,3,GSE55235;GSE12021;GSE55457,True,0,3,5.801450420062082e-08,10.088577275790092
ATP6V1G2-DDX39B,9.629819164302944e-11,-0.8137859390400076,3,GSE55235;GSE12021;GSE55457,True,0,3,6.524431765223919e-08,10.016381868294236
PRPF3,1.1899103924406518e-10,-0.7121924459729835,3,GSE55235;GSE12021;GSE55457,True,0,3,7.695475028929814e-08,9.924485742417414
PTMA,1.3019607614239703e-10,-0.5723414087466966,3,GSE55235;GSE12021;GSE55457,True,0,3,8.054042484147934e-08,9.885402104365244
FN1,1.4453105379175213e-10,0.001634816512254315,3,GSE55235;GSE12021;GSE55457,False,1,2,8.568282638954372e-08,9.840038830821277
SET,1.6089030108190627e-10,-0.5896844595943324,3,GSE55235;GSE12021;GSE55457,True,0,3,8.79578253406724e-08,9.793470135599959
CSNK2A1,1.6133094860038e-10,-0.6574332014202154,3,GSE55235;GSE12021;GSE55457,False,1,2,8.79578253406724e-08,9.79228231260428
SAT1,1.72150516064562e-10,-0.8150316162902423,3,GSE55235;GSE12021;GSE55457,True,0,3,8.79578253406724e-08,9.764091671050185
LRRC42,1.7309664812614756e-10,0.5272152825790163,3,GSE55235;GSE12021;GSE55457,True,3,0,8.79578253406724e-08,9.761711341797698
IFI16,1.8614199071009807e-10,-1.2800360499782055,3,GSE55235;GSE12021;GSE55457,True,0,3,9.132511185597502e-08,9.730155645801974
B2M,2.1657153848053667e-10,-0.39927040159336613,3,GSE55235;GSE12021;GSE55457,False,1,2,1.0271266165003586e-07,9.664398618315618
SMC3,2.495870177199322e-10,-1.1179024105141575,3,GSE55235;GSE12021;GSE55457,True,0,3,1.1455238993932889e-07,9.602778008249338
MRPL48,2.70461097962027e-10,0.636337028296374,3,GSE55235;GSE12021;GSE55457,True,3,0,1.2025376568136625e-07,9.567895193239181
PRRC2C,2.9892588404578646e-10,-1.216780758595843,3,GSE55235;GSE12021;GSE55457,True,0,3,1.2888234782434696e-07,9.52443647769559
KRTAP5-8,3.4311331553738e-10,-0.8286153161555792,3,GSE55235;GSE12021;GSE55457,True,0,3,1.435828309842895e-07,9.464562427521805
BTG2,3.561613226565896e-10,-2.0507450236655878,3,GSE55235;GSE12021;GSE55457,True,0,3,1.4478466567879877e-07,9.448353244527013
SLC26A10,3.8106906519175254e-10,-0.7202449425592311,3,GSE55235;GSE12021;GSE55457,False,1,2,1.506069627652293e-07,9.418996305391618
CEBPB,4.034028666666245e-10,-0.8530434277955691,3,GSE55235;GSE12021;GSE55457,True,0,3,1.5386575342610158e-07,9.39426101992327
ACTR2,4.1396197580922944e-10,-0.4676797368901197,3,GSE55235;GSE12021;GSE55457,False,1,2,1.5386575342610158e-07,9.38303954886614
ATP6AP2,4.21757406776635e-10,0.6673272123055227,3,GSE55235;GSE12021;GSE55457,True,3,0,1.5386575342610158e-07,9.37493728172289
TTC3P1,4.4056425174687774e-10,-0.7232539831844003,3,GSE55235;GSE12021;GSE55457,False,1,2,1.5670870434636441e-07,9.355990745267247
B3GALNT1,4.6218473492842804e-10,1.0518110428358871,3,GSE55235;GSE12021;GSE55457,True,3,0,1.584828304357884e-07,9.335184402530274
GTSE1,4.678295528748322e-10,-0.41813680915963997,3,GSE55235;GSE12021;GSE55457,False,1,2,1.584828304357884e-07,9.329912347201788
XPO7,4.805719155953625e-10,-0.6003397893147219,3,GSE55235;GSE12021;GSE55457,False,1,2,1.590134236067632e-07,9.318241612762966
APP,6.955100939620706e-10,-1.377380785337058,3,GSE55235;GSE12021;GSE55457,False,1,2,2.2490267311118956e-07,9.157696562695348
RAB35,7.55219442538646e-10,-1.4882631209865476,3,GSE55235;GSE12021;GSE55457,False,1,2,2.3878360507644126e-07,9.121926837991557
AKR7A2,8.436401577327501e-10,0.8152170437666699,3,GSE55235;GSE12021;GSE55457,True,3,0,2.609415687874254e-07,9.07384275578574
TMCO3,9.106186915630587e-10,1.0911765560203508,3,GSE55235;GSE12021;GSE55457,True,3,0,2.756655902884936e-07,9.040663439510608
NUDT3,9.548102308798434e-10,-0.49440518984970705,3,GSE55235;GSE12021;GSE55457,False,1,2,2.830216659366336e-07,9.020082936134852
EIF1,1.065893706631016e-09,-0.7162395689323703,3,GSE55235;GSE12021;GSE55457,True,0,3,3.042967914770061e-07,8.972286101993554
TCTA,1.090626255972893e-09,0.7662794895321007,3,GSE55235;GSE12021;GSE55457,True,3,0,3.042967914770061e-07,8.962324051223847
ABHD14A,1.0907461600595525e-09,1.0303440129893957,3,GSE55235;GSE12021;GSE55457,True,3,0,3.042967914770061e-07,8.96227630725967
HSP90AA1,1.1987262293899903e-09,-0.7233172676567793,3,GSE55235;GSE12021;GSE55457,True,0,3,3.2798993830309195e-07,8.921279991747966
LTC4S,1.256256099146924e-09,1.7662384791869654,3,GSE55235;GSE12021;GSE55457,True,3,0,3.372455052577818e-07,8.900921816722462
ZDHHC4,1.4465727504742176e-09,0.731247442264992,3,GSE55235;GSE12021;GSE55457,True,3,0,3.713837625287018e-07,8.839659720097567
SNX17,1.4514076607241577e-09,0.7378485361377436,3,GSE55235;GSE12021;GSE55457,True,3,0,3.713837625287018e-07,8.838210588983946
TNPO1,1.4617297372510052e-09,-0.7755897413152817,3,GSE55235;GSE12021;GSE55457,True,0,3,3.713837625287018e-07,8.835132917713747
207953_at,1.5666875574638084e-09,-1.5006554298364927,3,GSE55235;GSE12021;GSE55457,True,0,3,3.910672029402643e-07,8.805017605700478
RNF14,1.6365236943371997e-09,0.629222387056677,3,GSE55235;GSE12021;GSE55457,True,3,0,3.9649966311358027e-07,8.786077702396671
DIAPH2,1.6441861205862551e-09,-0.7787955227609827,3,GSE55235;GSE12021;GSE55457,True,0,3,3.9649966311358027e-07,8.784049022216653
EEF1A1,1.7203184432545982e-09,-0.43967556587947615,3,GSE55235;GSE12021;GSE55457,True,0,3,4.079448468437737e-07,8.764391154634607
TLR7,1.7856263134774508e-09,1.713067721551326,3,GSE55235;GSE12021;GSE55457,True,3,0,4.164900194779864e-07,8.748209422813161
AFFX-CreX-3_at,1.9162791353721786e-09,-0.7599590162117855,3,GSE55235;GSE12021;GSE55457,False,1,2,4.397551538399252e-07,8.71754122901419
LOC101928826,2.2176021019504333e-09,-0.4086425972138077,3,GSE55235;GSE12021;GSE55457,True,0,3,5.00826074707155e-07,8.654116375422795
CTSO,2.391399189782817e-09,0.7085965406887217,3,GSE55235;GSE12021;GSE55457,True,3,0,5.316379323785925e-07,8.621347922232468
PNRC1,2.713469227089149e-09,-1.1637192017060238,3,GSE55235;GSE12021;GSE55457,True,0,3,5.939575409696064e-07,8.566475099303284
RNF34,2.862112102874903e-09,0.3838804114339478,3,GSE55235;GSE12021;GSE55457,True,3,0,6.170019848440018e-07,8.543313359847204
TAF15,2.928826958736863e-09,-0.7234568355765157,3,GSE55235;GSE12021;GSE55457,True,0,3,6.219604472971357e-07,8.5333062865928
TOX4,2.9779995136536286e-09,-0.7631687353160633,3,GSE55235;GSE12021;GSE55457,True,0,3,6.231026041215269e-07,8.526075377509821
GADD45B,3.092004541294102e-09,-2.032579335153296,3,GSE55235;GSE12021;GSE55457,True,0,3,6.375802987468476e-07,8.509759876895524
UBC,3.176298668527977e-09,-0.48929495804104856,3,GSE55235;GSE12021;GSE55457,True,0,3,6.456053922259437e-07,8.498078667455557
EFEMP2,3.2721583220762795e-09,0.9352169363558113,3,GSE55235;GSE12021;GSE55457,True,3,0,6.557220930493142e-07,8.485165691326925
RLF,3.400843495704464e-09,-0.7917020617231038,3,GSE55235;GSE12021;GSE55457,True,0,3,6.720444619011543e-07,8.468413353517398
DHX9,3.5684174504169164e-09,-1.6302084745285133,3,GSE55235;GSE12021;GSE55457,True,0,3,6.954992258155053e-07,8.447524345493319
SMARCC1,3.6835138272905965e-09,-0.8271401208985386,3,GSE55235;GSE12021;GSE55457,True,0,3,7.082301991174407e-07,8.433737695537689
AKAP8,3.81813258787389e-09,-0.7993905923949147,3,GSE55235;GSE12021;GSE55457,True,0,3,7.166848081980553e-07,8.418148994438374
AFFX-hum_alu_at,3.84867038238923e-09,-0.5309179617462388,3,GSE55235;GSE12021;GSE55457,True,0,3,7.166848081980553e-07,8.414689282264561
DICER1,3.8786006628654945e-09,-0.5354979687382158,3,GSE55235;GSE12021;GSE55457,False,1,2,7.166848081980553e-07,8.411324932656123
ZIC1,4.04182498581207e-09,1.4468075698772829,3,GSE55235;GSE12021;GSE55457,True,3,0,7.334910589680501e-07,8.393422495704844
GLT8D2,4.072659098852682e-09,0.9047061959370762,3,GSE55235;GSE12021;GSE55457,True,3,0,7.334910589680501e-07,8.390121940928806
ARL1,4.359892114003117e-09,0.6956614779506626,3,GSE55235;GSE12021;GSE55457,True,3,0,7.669372109809473e-07,8.360524257261877
AFFX-r2-P1-cre-5_at,4.423939770070717e-09,-0.6922734206230753,3,GSE55235;GSE12021;GSE55457,False,1,2,7.669372109809473e-07,8.354190794385092
HMGN4,4.471016334939293e-09,0.32275079791805156,3,GSE55235;GSE12021;GSE55457,False,2,1,7.669372109809473e-07,8.3495937434263
ACTG1,4.47398007530353e-09,-0.22880122732477748,3,GSE55235;GSE12021;GSE55457,False,1,2,7.669372109809473e-07,8.349305954348686
FAM192A,4.595302471877005e-09,0.4530297708691719,3,GSE55235;GSE12021;GSE55457,True,3,0,7.782973182359331e-07,8.337685897217202
SH3BGRL,4.681517951077296e-09,0.6692787995736632,3,GSE55235;GSE12021;GSE55457,True,3,0,7.782973182359331e-07,8.329613306992462
RHOB,4.725662416937837e-09,-1.3886096572691597,3,GSE55235;GSE12021;GSE55457,True,0,3,7.782973182359331e-07,8.32553730591516
PARP2,4.759057259384747e-09,0.4557231776184197,3,GSE55235;GSE12021;GSE55457,True,3,0,7.782973182359331e-07,8.322479069883899
ACTB,4.818908383441567e-09,-0.20901571660911747,3,GSE55235;GSE12021;GSE55457,False,1,2,7.791298690864388e-07,8.317051330379432
WIZ,4.913082052304674e-09,-1.0965945516569373,3,GSE55235;GSE12021;GSE55457,True,0,3,7.854306903392235e-07,8.30864598274782
DCAF7,5.024689664345772e-09,-1.094134142638412,3,GSE55235;GSE12021;GSE55457,True,0,3,7.89490971625811e-07,8.298890756041631
KAZALD1,5.049457296735227e-09,1.0836262019729048,3,GSE55235;GSE12021;GSE55457,True,3,0,7.89490971625811e-07,8.296755296277102
NAGK,5.417045034761259e-09,0.8727188569740202,3,GSE55235;GSE12021;GSE55457,True,3,0,8.373775730023815e-07,8.266237553877998
MRPL57,5.473440700676235e-09,-0.5452683169162276,3,GSE55235;GSE12021;GSE55457,False,1,2,8.373775730023815e-07,8.261739582705934
LOC101928830,5.5920114094831774e-09,1.2619350042120037,3,GSE55235;GSE12021;GSE55457,True,3,0,8.430222055824812e-07,8.252431951162494
SRRM2,5.628838173343809e-09,-0.9960331719486123,3,GSE55235;GSE12021;GSE55457,True,0,3,8.430222055824812e-07,8.249581236938317
NR2F6,5.8969420457799515e-09,-0.27883778400252845,3,GSE55235;GSE12021;GSE55457,False,1,2,8.702457290052228e-07,8.229373140379163
MAGED2,6.021354304053261e-09,0.776831275250232,3,GSE55235;GSE12021;GSE55457,True,3,0,8.702457290052228e-07,8.220305817607976
RANBP2,6.0218987574245375e-09,-0.744046509928194,3,GSE55235;GSE12021;GSE55457,True,0,3,8.702457290052228e-07,8.220266550294776
TMED10,6.055266177362739e-09,0.6976685455082551,3,GSE55235;GSE12021;GSE55457,True,3,0,8.702457290052228e-07,8.217866761386487
KIAA0101,6.164292853938491e-09,-0.7905640547602134,3,GSE55235;GSE12021;GSE55457,False,1,2,8.770555872583685e-07,8.210116736950976
SCP2,6.23438856095504e-09,0.6658904042121437,3,GSE55235;GSE12021;GSE55457,True,3,0,8.782463410422605e-07,8.205206133624811
RTN4,6.4135549093791155e-09,-0.469838613340922,3,GSE55235;GSE12021;GSE55457,True,0,3,8.878208586759499e-07,8.192901182715625
MCL1,6.487805515043021e-09,-1.2831776560366703,3,GSE55235;GSE12021;GSE55457,True,0,3,8.878208586759499e-07,8.187902177448196
FOSL2,6.530087470757451e-09,-1.7613586972635629,3,GSE55235;GSE12021;GSE55457,True,0,3,8.878208586759499e-07,8.185081001295698
MOSPD3,6.551953202205141e-09,0.42752364503359414,3,GSE55235;GSE12021;GSE55457,True,3,0,8.878208586759499e-07,8.183629213215992
MIR5047,6.820867315404655e-09,-0.5664888335352325,3,GSE55235;GSE12021;GSE55457,True,0,3,9.155405675809192e-07,8.16616039860667
ZNF24,7.051198291918581e-09,-0.7634199960419701,3,GSE55235;GSE12021;GSE55457,True,0,3,9.338150627613972e-07,8.151737072037585
DUSP1,7.088278519695734e-09,-1.2306697825071933,3,GSE55235;GSE12021;GSE55457,True,0,3,9.338150627613972e-07,8.149459226054626
MLH1,7.292055737018188e-09,0.30446371595511273,3,GSE55235;GSE12021;GSE55457,True,3,0,9.518474222595852e-07,8.137150020463176
SNX2,7.446075089845294e-09,0.5858732681074234,3,GSE55235;GSE12021;GSE55457,True,3,0,9.631159670756258e-07,8.128072588458611
DALRD3,7.611199670520818e-09,0.7786079809985654,3,GSE55235;GSE12021;GSE55457,True,3,0,9.756049451546865e-07,8.11854688472423
PREPL,7.922398959081534e-09,0.8781178349877822,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0064276106233218e-06,8.101143291019728
ATP6V0D1,8.348676749925232e-09,0.5546467266827596,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0511944495392583e-06,8.078382353947072
GPAA1,8.51962600467715e-09,0.5648197914357583,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0633091122328638e-06,8.069579469513814
NAP1L3,8.699853726312767e-09,1.0490486057916235,3,GSE55235;GSE12021;GSE55457,True,3,0,1.0763610331998091e-06,8.060488049265203
ZFP36L2,9.011783652645988e-09,-1.7101981889510547,3,GSE55235;GSE12021;GSE55457,True,0,3,1.105341877671096e-06,8.04518924300123
SFSWAP,9.289249258692678e-09,-1.5685449805759646,3,GSE55235;GSE12021;GSE55457,True,0,3,1.1296362260912772e-06,8.032019383528626
BRD2,9.559254499080794e-09,-0.7721826001450337,3,GSE55235;GSE12021;GSE55457,True,0,3,1.1511631549324971e-06,8.01957597587871
KLF4,9.628086550250714e-09,-1.2855611882877633,3,GSE55235;GSE12021;GSE55457,True,0,3,1.1511631549324971e-06,8.016460014353868
GLRX3,9.978225912199434e-09,0.6477234281713745,3,GSE55235;GSE12021;GSE55457,True,3,0,1.1830849856564463e-06,8.000946667633665
EDC3,1.0401867589493463e-08,-0.3893633277682209,3,GSE55235;GSE12021;GSE55457,False,1,2,1.2115599701628904e-06,7.982888678874813
HFE,1.0421021712225809e-08,0.8034088773607682,3,GSE55235;GSE12021;GSE55457,True,3,0,1.2115599701628904e-06,7.982089699248688
GDE1,1.0473845679648264e-08,0.6225133835418402,3,GSE55235;GSE12021;GSE55457,True,3,0,1.2115599701628904e-06,7.9798938292287795
PDGFC,1.085558354319005e-08,0.7491289021620243,3,GSE55235;GSE12021;GSE55457,True,3,0,1.24108627629127e-06,7.964346826030317
THOC2,1.0903555280883381e-08,-0.7018650412850947,3,GSE55235;GSE12021;GSE55457,True,0,3,1.24108627629127e-06,7.962431870214197
FBXW12,1.1600718718973724e-08,-1.5192017018481774,3,GSE55235;GSE12021;GSE55457,True,0,3,1.2975630537467864e-06,7.935515103357996
C6orf120,1.1624368911888894e-08,0.5831570639973251,3,GSE55235;GSE12021;GSE55457,True,3,0,1.2975630537467864e-06,7.934630615687383
MPZL1,1.1673325195360462e-08,-0.3514467373387901,3,GSE55235;GSE12021;GSE55457,False,1,2,1.2975630537467864e-06,7.932805415737336
HMGXB4,1.2049293895977087e-08,-0.5771239582979798,3,GSE55235;GSE12021;GSE55457,True,0,3,1.3289717329609458e-06,7.91903840255516
BCL2L1,1.2863415443931103e-08,-1.2067406887800158,3,GSE55235;GSE12021;GSE55457,True,0,3,1.407851345663475e-06,7.890643703922375
ACOT13,1.3201667203865952e-08,0.6675987705497449,3,GSE55235;GSE12021;GSE55457,True,3,0,1.4338421448595783e-06,7.879371219421604
RIN3,1.3589022351823132e-08,-0.41984642307479153,3,GSE55235;GSE12021;GSE55457,False,1,2,1.4647318941040872e-06,7.8668117870115335
GJB1,1.3828288625283847e-08,-0.9633412267500514,3,GSE55235;GSE12021;GSE55457,True,0,3,1.4793149666205908e-06,7.859231564401545
C6orf106,1.4065873688018371e-08,-0.8941525443474609,3,GSE55235;GSE12021;GSE55457,False,1,2,1.4935018718889955e-06,7.851833286883008
GTF2I,1.4208472509658066e-08,-0.43507394517333803,3,GSE55235;GSE12021;GSE55457,False,1,2,1.4974677545734443e-06,7.847452608651274
SSR4,1.4661563074724882e-08,0.7627745730389898,3,GSE55235;GSE12021;GSE55457,True,3,0,1.5338582310822474e-06,7.833819726929467
TRIM68,1.5274444042923108e-08,0.629708061600406,3,GSE55235;GSE12021;GSE55457,True,3,0,1.586312334618321e-06,7.816034588187518
UNC45A,1.599026722143293e-08,-1.2831767086092871,3,GSE55235;GSE12021;GSE55457,True,0,3,1.6486197248300558e-06,7.7961442784786525
HSF1,1.6227708954374975e-08,-0.621823171591786,3,GSE55235;GSE12021;GSE55457,True,0,3,1.661063618725519e-06,7.789742790013953
DENND3,1.79047380255426e-08,-0.849890055969459,3,GSE55235;GSE12021;GSE55457,True,0,3,1.819632947338715e-06,7.747032029016423
ZBTB43,1.8357052211648295e-08,-1.1213097491914334,3,GSE55235;GSE12021;GSE55457,True,0,3,1.8523697792009357e-06,7.736197056849255
JMJD6,1.8715377581024484e-08,-0.9355094010345569,3,GSE55235;GSE12021;GSE55457,True,0,3,1.8752281142451857e-06,7.727801406609872
SLC12A4,1.8885680574953767e-08,-1.078176691051377,3,GSE55235;GSE12021;GSE55457,True,0,3,1.8790591833597357e-06,7.72386736007547
LPP,1.9065719336630593e-08,-1.578478526442903,3,GSE55235;GSE12021;GSE55457,True,0,3,1.8837989911220838e-06,7.719746804445604
SNORD73A,1.930037218933478e-08,-0.39557019654345976,3,GSE55235;GSE12021;GSE55457,True,0,3,1.8898399728781346e-06,7.714434315955139
HMGCS1,1.9392510264282237e-08,-0.8163291414600012,3,GSE55235;GSE12021;GSE55457,True,0,3,1.8898399728781346e-06,7.712365970015531
PKP4,2.0234285580400524e-08,-1.2468834964673803,3,GSE55235;GSE12021;GSE55457,True,0,3,1.950724102157926e-06,7.693912124801801
ADD1,2.02914792746256e-08,-0.4747791138701536,3,GSE55235;GSE12021;GSE55457,False,1,2,1.950724102157926e-06,7.692686291192914
ANKMY2,2.1040789888182587e-08,0.808458397011166,3,GSE55235;GSE12021;GSE55457,True,3,0,2.0091836142890058e-06,7.676937960447963
PCCB,2.1222414270383183e-08,0.5990262330609905,3,GSE55235;GSE12021;GSE55457,True,3,0,2.013016734926746e-06,7.673205212109332
E2F3,2.1673932870669432e-08,-0.6993526261226114,3,GSE55235;GSE12021;GSE55457,True,0,3,2.042229913138309e-06,7.664062276079601
LRCH1,2.240526641994478e-08,-1.6571321189165227,3,GSE55235;GSE12021;GSE55457,True,0,3,2.091428372728355e-06,7.64964988754545
PEX2,2.2490057705049082e-08,0.8065130998022848,3,GSE55235;GSE12021;GSE55457,True,3,0,2.091428372728355e-06,7.648009430249017
BCL6,2.282428790412183e-08,-1.3110984356855664,3,GSE55235;GSE12021;GSE55457,True,0,3,2.0965932518875768e-06,7.641602763153345
WSB1,2.2840311642013944e-08,-0.814289793240249,3,GSE55235;GSE12021;GSE55457,True,0,3,2.0965932518875768e-06,7.641297974704489
STAT1,2.3369652657478923e-08,-1.031530207669905,3,GSE55235;GSE12021;GSE55457,False,1,2,2.13143216673468e-06,7.631347742467049
NFIL3,2.3706517637833713e-08,-2.425112745435626,3,GSE55235;GSE12021;GSE55457,True,0,3,2.1411969569772582e-06,7.625132236901061
KATNB1,2.377770025319137e-08,0.5375283063312973,3,GSE55235;GSE12021;GSE55457,True,3,0,2.1411969569772582e-06,7.6238301520573994
C1GALT1C1,2.4106746043806027e-08,0.7523717930770362,3,GSE55235;GSE12021;GSE55457,True,3,0,2.1571747340331583e-06,7.617861407233128
PGF,2.4546171872863454e-08,-1.382024427715989,3,GSE55235;GSE12021;GSE55457,True,0,3,2.1713936713364725e-06,7.610016229167324
FOLR1,2.4570873002893734e-08,0.3347294905081517,3,GSE55235;GSE12021;GSE55457,False,2,1,2.1713936713364725e-06,7.609579412766808
RTN1,2.5024639471737942e-08,1.2943180184985497,3,GSE55235;GSE12021;GSE55457,True,3,0,2.1978430271844904e-06,7.601632170654344
SMC5,2.5450811125260486e-08,-0.9020614249880534,3,GSE55235;GSE12021;GSE55457,True,0,3,2.221559145338688e-06,7.594298372006544
PRDX4,2.566978773987927e-08,0.675224766586957,3,GSE55235;GSE12021;GSE55457,True,3,0,2.2270106095305013e-06,7.590577722438034
SRSF5,2.5881907617097966e-08,-1.52821609758897,3,GSE55235;GSE12021;GSE55457,True,0,3,2.231804736824666e-06,7.587003717298256
TSPAN31,2.6303070166378006e-08,0.6276751306871703,3,GSE55235;GSE12021;GSE55457,True,3,0,2.2544583272724476e-06,7.579993556510358
CYB5R1,2.777140295506797e-08,0.5828805013579152,3,GSE55235;GSE12021;GSE55457,True,3,0,2.36605701344136e-06,7.5564021800173355
SPHAR,2.8606082280724365e-08,0.6663180274020679,3,GSE55235;GSE12021;GSE55457,True,3,0,2.41002291861148e-06,7.543541616517267
DLG1,2.862622106025725e-08,-0.7847205087474712,3,GSE55235;GSE12021;GSE55457,False,1,2,2.41002291861148e-06,7.54323597929235
PDCD6,2.9593677064454482e-08,0.09236037344129318,3,GSE55235;GSE12021;GSE55457,False,2,1,2.4768166898415196e-06,7.5288010696623635
SIN3B,3.007541105048972e-08,-0.6337796716050644,3,GSE55235;GSE12021;GSE55457,True,0,3,2.502414903078174e-06,7.52178842830268
PRKACB,3.074843513140024e-08,0.6892041020237573,3,GSE55235;GSE12021;GSE55457,True,3,0,2.5435391572648993e-06,7.512176981712667
KLF9,3.138529902635412e-08,-2.020176109109733,3,GSE55235;GSE12021;GSE55457,True,0,3,2.5756482600365187e-06,7.503273729212509
CSPP1,3.149865035467769e-08,-1.1263163958865663,3,GSE55235;GSE12021;GSE55457,True,0,3,2.5756482600365187e-06,7.50170805433971
YIF1A,3.1838376046700034e-08,0.4741329601818549,3,GSE55235;GSE12021;GSE55457,True,3,0,2.5885509393854175e-06,7.497049092063244
CDK11A,3.231690182126101e-08,-0.9617111105326629,3,GSE55235;GSE12021;GSE55457,True,0,3,2.6125277222323957e-06,7.490570281140798
PSEN1,3.302579787423099e-08,0.4291162590571782,3,GSE55235;GSE12021;GSE55457,True,3,0,2.6454505081073444e-06,7.481146681413964
SFI1,3.309602125689537e-08,-1.292455245524971,3,GSE55235;GSE12021;GSE55457,True,0,3,2.6454505081073444e-06,7.48022421317402
IFNAR2,3.3658192122310027e-08,-0.7777015282005761,3,GSE55235;GSE12021;GSE55457,False,1,2,2.675356187241492e-06,7.472909214931517
ACBD3,3.406354265322875e-08,-1.017886105873146,3,GSE55235;GSE12021;GSE55457,True,0,3,2.6925338048341037e-06,7.4677101868273255
WNK1,3.4690607164655773e-08,-0.8390807244531869,3,GSE55235;GSE12021;GSE55457,True,0,3,2.726950048280234e-06,7.4597880989486
HNRNPUL2-BSCL2,3.508882939762259e-08,1.4486051939538827,3,GSE55235;GSE12021;GSE55457,True,3,0,2.743098157524034e-06,7.454831120089897
CDC27,3.693076755517666e-08,-0.756511797554556,3,GSE55235;GSE12021;GSE55457,True,0,3,2.8713167255467402e-06,7.432611666042124
SH3BP5,3.8240885347207154e-08,-0.8003704841460294,3,GSE55235;GSE12021;GSE55457,True,0,3,2.9570180256525185e-06,7.4174720615592316
GABARAPL1,4.0280366375711196e-08,-1.1173325759036785,3,GSE55235;GSE12021;GSE55457,True,0,3,3.072065542345449e-06,7.394906587914198
TMED3,4.032122058461596e-08,0.5728368674122498,3,GSE55235;GSE12021;GSE55457,True,3,0,3.072065542345449e-06,7.394466329609655
MSL3,4.037645884302776e-08,-0.3264935123282268,3,GSE55235;GSE12021;GSE55457,False,1,2,3.072065542345449e-06,7.393871772870598
ZNF423,4.207868331551623e-08,0.8001603388438663,3,GSE55235;GSE12021;GSE55457,True,3,0,3.170622570493118e-06,7.375937858154511
JUND,4.2117491272364305e-08,-0.8765572160698071,3,GSE55235;GSE12021;GSE55457,True,0,3,3.170622570493118e-06,7.3755375054594134
GHITM,4.238613038332062e-08,0.23335985887808594,3,GSE55235;GSE12021;GSE55457,False,2,1,3.1740519110204516e-06,7.372776230279648
BTG1,4.301941847195678e-08,-0.6841011939954827,3,GSE55235;GSE12021;GSE55457,True,0,3,3.2046088273246132e-06,7.366335464616321
POT1,4.372502482308249e-08,0.6943592839683262,3,GSE55235;GSE12021;GSE55457,True,3,0,3.2402065269938425e-06,7.359269935296406
